image_id,fold,final_label,source_dataset,source_group,source_relative_path,source_filename,prepared_relative_path,split_relative_path,sha256,md5,size_bytes,extension,sample_type,attack_family,attack_name
img_00014268,fold_2,non_weapon,04_telegram_youtube,telegram_youtube,,,images/img_00014268.jpg,datasets/splits/clean/fold_2/non_weapon/img_00014268.jpg,8f805386639898fc6c53d814c8de4e8f9104bbbc71bec88a3a146c825091b2ef,07536504c1c6c2ae49182934ff6c0bef,18704,.jpg,clean,none,clean
img_00014396,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014396.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014396.jpeg,609fd845bed604489d20658b27ca22bf1893b765d5014f814e5b3b17873ff6e0,50055d3f92de5a01cc35cb95882a4a30,393972,.jpeg,clean,none,clean
img_00014404,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014404.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014404.jpeg,68dd42632b3e58a6dd3a67861923a7904806c8960e87072bd99a0f48a41672ee,63cf3ab597a0de854cbaf5ce6a68d560,53456,.jpeg,clean,none,clean
img_00014428,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014428.png,datasets/splits/clean/fold_2/non_weapon/img_00014428.png,e24afd1f746f2d9aee6d596df97cb7847cc7da2a760386d44a0eaede2cb03acc,baab45227d39bbb1ce32452de5f943b1,4664,.png,clean,none,clean
img_00014443,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014443.png,datasets/splits/clean/fold_2/non_weapon/img_00014443.png,1a74e4a83f6c3860ec42282aeb3e47c4e533fa2839c11e4163edbec184b1202e,e7a7467133f8f74ca374962883030068,45454,.png,clean,none,clean
img_00014453,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014453.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014453.jpeg,e0ed90fbffc3592aaba5dc36d6b6fc11f024df003246ac7210dbf030fee601f3,0491c197628853fcc8b9d72e47cd13da,17475,.jpeg,clean,none,clean
img_00014469,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014469.png,datasets/splits/clean/fold_2/non_weapon/img_00014469.png,4f3000dbe3521d3c330c6b86fd802ae14270707feb2522dd48637d58113ec909,0c14bc32acaf1ee20ecc1f37817b48bd,128386,.png,clean,none,clean
img_00014472,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014472.png,datasets/splits/clean/fold_2/non_weapon/img_00014472.png,42953ddd35134ce588e9e7258f4cd5da85994bb8bc3627fdbf7e0fa3e77bb04e,0ea649e5f70bc97d0dbac760ee691437,28919,.png,clean,none,clean
img_00014480,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014480.png,datasets/splits/clean/fold_2/non_weapon/img_00014480.png,29690f2ff2a3f0e09e2e3cfb803a79a2896151f817671b35b4e4a72e8ecbf3db,12d0b5d7765f71b56b56a9cbd30dfc14,41291,.png,clean,none,clean
img_00014503,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014503.png,datasets/splits/clean/fold_2/non_weapon/img_00014503.png,4781072b8171e2f9e932e127de9e19e120903ec715ba5fdebda19044952b2c82,1f437d75ffb0b164404ed7cdbc1c7715,140993,.png,clean,none,clean
img_00014506,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014506.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014506.jpeg,512e66f82589e63065539e0846d9fec96929972dd738467746ae54155397205b,210c5d2bef14ce2036195df07fcc4dac,22882,.jpeg,clean,none,clean
img_00014514,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014514.png,datasets/splits/clean/fold_2/non_weapon/img_00014514.png,2772765c9b8401a15e78db2ae885d8bc9aeb9937221d64b75efebe46c7c63260,2700be8cf26747b25003c4b3d5c9bae1,75622,.png,clean,none,clean
img_00014525,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014525.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014525.jpeg,d5b50f13d3b5b3d64a78c70c01a6eca3ba7a3ab482080b7cd12fa608377e1b5c,2bb0a31dbeeca2fa61e98c9066c762e7,24435,.jpeg,clean,none,clean
img_00014554,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014554.png,datasets/splits/clean/fold_2/non_weapon/img_00014554.png,ac2a5490267ae3c5e33969198f91b7b585c0f77c882a4b3f5b7c9b60d4fe513c,3d7477d783f32fed3b01f6ed12a183d9,62514,.png,clean,none,clean
img_00014558,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014558.png,datasets/splits/clean/fold_2/non_weapon/img_00014558.png,a0cb51bbaa1ad53aec5792d7c323f2491ccfcc79edb8102dc03637f19ef86dc1,3ee17c6f12a15548e17c706f09b2b52f,276848,.png,clean,none,clean
img_00014568,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014568.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014568.jpeg,088ba8d17653b01059b921d439e621bf646951f753a0a3ba2cfeaaec7acc948b,434cd241ca23a6518e23de2027987d18,12644,.jpeg,clean,none,clean
img_00014571,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014571.png,datasets/splits/clean/fold_2/non_weapon/img_00014571.png,fa95ae9ce237eb4bbebd48ed7e8a0a8d9a8b99d62ea62c54d471ad936bc61601,466df6474a8b88ff988e05018031ef9a,21366,.png,clean,none,clean
img_00014575,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014575.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014575.jpeg,c2a468686019b7a5b461bb58325de7bde5194e4101b4cef06223ab787347e235,4757dae2daf8efd98ff4a9fcd805ace6,21361,.jpeg,clean,none,clean
img_00014580,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014580.png,datasets/splits/clean/fold_2/non_weapon/img_00014580.png,9274cb7814f90a067f6543e1d2f2b3d754f4d4609011f86e2c17c8c1e19996d6,4ab39deaa8ebfa5558bbeb7c06f52aa0,52613,.png,clean,none,clean
img_00014585,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014585.png,datasets/splits/clean/fold_2/non_weapon/img_00014585.png,45bfa81cd7c871e98242b98f1e8350191f275a8caa02d33b7723f6cefc28526a,4d67f70b8d57e4951b059b58eb2d8782,145635,.png,clean,none,clean
img_00014594,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014594.png,datasets/splits/clean/fold_2/non_weapon/img_00014594.png,e45f194981dbf5d24fc640f9a9b2e1dbf2a25512951ae13b8aa6a76b16499cc9,50cecc19c3252d398033b20a52a8efaa,41062,.png,clean,none,clean
img_00014600,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014600.png,datasets/splits/clean/fold_2/non_weapon/img_00014600.png,c5c7c72352a072e1862674aa0adf5eeca44d5e415d2c43cb1bc52c86f05ef3d7,542d236fb8f99cc54e272378d99bd8f4,3846,.png,clean,none,clean
img_00014607,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014607.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014607.jpeg,bc9db6e070096c2b9497adf9f305d4eb9757b9a18853a20343c0c616107cdcd8,57364b2959e1c66f13b5411a5163ffd4,6490,.jpeg,clean,none,clean
img_00014621,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014621.png,datasets/splits/clean/fold_2/non_weapon/img_00014621.png,52ed67724621746080eb5d73f6bde6fcec1a39aab840c15af99cbf0a0e485299,5dd2d87d19c6962fdbb79c5d0dd50707,74993,.png,clean,none,clean
img_00014623,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014623.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014623.jpeg,dbe23c301286ed7985ccb24038eacd293f37db0f6be37a0cc6101c1d61ac6085,5ffacd24e87ca3361de1eb5b27ef06c3,18526,.jpeg,clean,none,clean
img_00014631,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014631.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014631.jpeg,f92c9996c9a1a33087cb5eab152c022fea46c28a8e58b3b75660ef4d268ef020,654f72928f024221a780d6584bcbeadd,19339,.jpeg,clean,none,clean
img_00014654,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014654.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014654.jpeg,dd03a6929126ca439f6f7ad7ca6b5fd849bc825b4990298243c4f820c4158982,70e85699157de46a08db3b37e6f98c30,29451,.jpeg,clean,none,clean
img_00014656,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014656.png,datasets/splits/clean/fold_2/non_weapon/img_00014656.png,14d966ce8a9541b46dec4e2290bf4b53ff66335a5bab37e88283b58d16917560,711bde86ce91671617c8a961a81b1b19,128230,.png,clean,none,clean
img_00014659,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014659.png,datasets/splits/clean/fold_2/non_weapon/img_00014659.png,a30648380b7e19777475826e6a3e350d7f53f1ed2f5dbd306e605a335acf9760,73014114113f29f0b88746e2ef96da7b,70690,.png,clean,none,clean
img_00014663,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014663.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014663.jpeg,7bf79ebd041fcaf70e42a89b2edd3844d58617441040b826d4ba874559df4447,745563020810d8ae38f8e0bc471325d3,6969,.jpeg,clean,none,clean
img_00014682,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014682.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014682.jpeg,40cb066c73fea207ded0533c16e244469027707b50a6b37cced323a9f7262cfb,7e521a07358fcf9fd067c77d3ff561df,51413,.jpeg,clean,none,clean
img_00014702,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014702.webp,datasets/splits/clean/fold_2/non_weapon/img_00014702.webp,2686352d16b8b567605e6c64b7df2094b09ab1b9487b3d4b43a3898a7c1f671f,86e69bfde70ab966c209595c06da3b78,26700,.webp,clean,none,clean
img_00014716,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014716.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014716.jpeg,6275a39bb638c9d24934163b2cd94d2490664e366c57c9f33bd1f86e8e9393af,942a1261d25c4c5fc4cdd3e925f2905e,29069,.jpeg,clean,none,clean
img_00014719,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014719.png,datasets/splits/clean/fold_2/non_weapon/img_00014719.png,c482899b9c335f6561250b189c5d6c309675587abde783bf143b0434ebba21c0,95d7bb6c11c9712bd261f1fb04e86587,165439,.png,clean,none,clean
img_00014725,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014725.png,datasets/splits/clean/fold_2/non_weapon/img_00014725.png,2317fd7ca8cf9055fb30971d60b9d18ba81d6e0a54d67f2f854a364480bfb85f,9924f4eb634d5a1fc910da87e91b122f,902299,.png,clean,none,clean
img_00014728,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014728.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014728.jpeg,7591b84850571b3dd2cb87fb667c2eebcd64bfb91c7d30988a82f519563008bc,99e3fd854e9ec7d809ceff044d937812,10165,.jpeg,clean,none,clean
img_00014729,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014729.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014729.jpeg,0a08c5d206a1898427301b44eb4f790b50b3fd413343f9d09690d5c6472f8c88,9a58af151e8d9570538545e56f6d3bdc,11659,.jpeg,clean,none,clean
img_00014731,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014731.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014731.jpeg,50b44d06bfed230220dccc1b82d0d54d16d6649de46eca930a5421f672c47fd7,9a8ef394c2f0c9136cda7fd47d9af000,75022,.jpeg,clean,none,clean
img_00014733,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014733.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014733.jpeg,7873cef8018747a7ca54e241eeef370896abadc13b4d1af2b696efaf43c42245,9abde9887666b6136fae7bf6a9328c3a,37755,.jpeg,clean,none,clean
img_00014741,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014741.png,datasets/splits/clean/fold_2/non_weapon/img_00014741.png,e659cbdbcc9b9dada8446dfea3463c9f549750f3f3cf06329c942884e15f942a,9dfd6a643c316ff3455d3cbc3049d60b,191633,.png,clean,none,clean
img_00014746,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014746.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014746.jpeg,3f01f15e841cbe78c35e269c4391f3a8ec2b5dab9c3fa92da9074c5472a78b9a,a05773e5d466a23cfff99a340ac8db47,10818,.jpeg,clean,none,clean
img_00014758,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014758.png,datasets/splits/clean/fold_2/non_weapon/img_00014758.png,8a794ae4d6355cf1aea161f96fe6d3986d5b94b229c59d1f250d25e567f66524,a7980ba5e6f46517965d9bcb7f05c0a9,71107,.png,clean,none,clean
img_00014771,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014771.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014771.jpeg,23aa39855dff99c74c4f11b70fa9e1d624bcca2239d06a33f7383d72f496bd63,ae0a9e8ef6d0e5a904443eacbcf347fb,87385,.jpeg,clean,none,clean
img_00014773,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014773.png,datasets/splits/clean/fold_2/non_weapon/img_00014773.png,5394abe202f839dbf82b16372f4cf0e399c849e4582959c1837b44ae3a3114bc,ae61ab944f1b2b1bbd355d4dec0e30ce,28334,.png,clean,none,clean
img_00014779,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014779.png,datasets/splits/clean/fold_2/non_weapon/img_00014779.png,4f867b94c726ae81a4958423025fd2fc73b0743e89d16a5d05f5d3de5c0cd646,b17b332abcf93011f4fac247dc1a853b,13241,.png,clean,none,clean
img_00014780,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014780.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014780.jpeg,d0d33ab5b68d6de81d3b13db9b9793516389520d5780aad929ef312fc2dd9479,b1cb0715626f58c164b52d24db6219b6,33503,.jpeg,clean,none,clean
img_00014793,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014793.png,datasets/splits/clean/fold_2/non_weapon/img_00014793.png,1e1a1688bcd4a209f14580cde944d054c48b063eae5e19b0aa23a2bbd4b6c3be,b6ddffa65a5e9c7159a3786327535e95,6791,.png,clean,none,clean
img_00014799,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014799.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014799.jpeg,7f755da336f4a979fd7ba0a712188cfe4b1854297b9292079827e940a34c3407,b8ff4f1ddc7e04f938f819ad73f9d546,15961,.jpeg,clean,none,clean
img_00014800,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014800.png,datasets/splits/clean/fold_2/non_weapon/img_00014800.png,a7d4287d47374c89e309f4b63d76640e013ccaa7d3117ac6161eeddffaf8f1d2,b9769cd578d342b650e6d612afb0e6b9,45484,.png,clean,none,clean
img_00014808,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014808.png,datasets/splits/clean/fold_2/non_weapon/img_00014808.png,d6a10bd142b5e57ef22477250508b8d201de984427340c0d6d5a85f1a57e08f4,bdc8bebd83ab2e8c1d32cac784287e4b,9072,.png,clean,none,clean
img_00014815,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014815.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014815.jpeg,41fd9030a563d86e3b75921019b12a43640eddd275f56f7599372f78ac34a304,bee98dab586c884d039144734ecaee54,22568,.jpeg,clean,none,clean
img_00014819,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014819.png,datasets/splits/clean/fold_2/non_weapon/img_00014819.png,6897c25c8d1cc6ec6d9c3ee53a4a76316e801f59bf0c1199a03af251b21f4d27,c00e48937222f44a3aae5af5894a3103,75135,.png,clean,none,clean
img_00014841,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014841.png,datasets/splits/clean/fold_2/non_weapon/img_00014841.png,2038913ae2aa78a9a6cc3f562491f1d869f482ad58e3e7d6db80d0c00832e56d,cd2d248c983d30a549b9da042e2ae54e,44965,.png,clean,none,clean
img_00014848,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014848.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014848.jpeg,1973ec346decd59fb30996ca78703dcfefb7a7fb636634b6064fad356e646c6f,d1680349b047aa0fcb49e2ad8f19428f,26668,.jpeg,clean,none,clean
img_00014862,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014862.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014862.jpeg,26ca1ada4308e6cbe583b63fa4676eb6609590529bb027faecac51fa18a799a0,d86a64fa2089a1f87fb28a33be6d8a8f,128173,.jpeg,clean,none,clean
img_00014900,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014900.png,datasets/splits/clean/fold_2/non_weapon/img_00014900.png,d7b751095f5674dee54190206aed20175fd8901cc2dd9ed4f42d84e5ca7288ec,ea8a3ec49d0573e0fe510fe041193563,94435,.png,clean,none,clean
img_00014901,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014901.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014901.jpeg,006cc2df2a541e32b231c4a06821b57387c90358c48d631c508daa34dfbb71f8,ebbf0b8d5ad1373b3b39bcfd98a01e6c,17079,.jpeg,clean,none,clean
img_00014910,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014910.png,datasets/splits/clean/fold_2/non_weapon/img_00014910.png,651214ffb8aa741a6b130a2c05d0f71d290d48c9d68b921c024202121cd5adde,f21baec3b3fb1c6f75ff351ea476ce86,15179,.png,clean,none,clean
img_00014914,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014914.png,datasets/splits/clean/fold_2/non_weapon/img_00014914.png,adad8b77ba37f63c1dc8416db70b490c9691e51bdc29f51392b4af90fd4b0e1d,f55f2d876be5a1ea0c170108a7b50b57,47463,.png,clean,none,clean
img_00014923,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014923.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014923.jpeg,28887ba94aea6ff9f8908714b01a7c8573c1cb3364644c9fba5400f65124c9e5,f9529fc42977595932590a1309f6f23c,15229,.jpeg,clean,none,clean
img_00014950,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014950.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014950.jpeg,82162e6c3a76e06a658f4c565f165c15bf6092b15b9603df3a3e80a994dc6870,0b887cd7b59304fe185e51027789e1da,19900,.jpeg,clean,none,clean
img_00014951,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014951.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014951.jpeg,1fbeb3d540d203c732ffd5a4316d3d578b25e809f14be7a58e1ad8d2a9086e10,0c17a64c3649dc907f826598fcd533a6,19790,.jpeg,clean,none,clean
img_00014992,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014992.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014992.jpeg,36add1bb15d18b72012e912db1e9a652677e25407b13323d221f55ea9c425079,292066cba7cf3ef7716c78fa7e59f1f6,21441,.jpeg,clean,none,clean
img_00014994,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00014994.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014994.jpeg,127cbc6f0a69a48bd2eca1ec5f1578753e5765defa8b6cc8a279e8942ccff185,2a45db02a31aa00f8a7aa3425615ad2f,59298,.jpeg,clean,none,clean
img_00015007,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00015007.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00015007.jpeg,c237b99ff4fb6dadd370e9d6d035bcda536e4f8f758aaec71cb7eb1e65c1e02b,35e69fcf2fdb2e0bae18213529bc5099,597623,.jpeg,clean,none,clean
img_00015045,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00015045.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00015045.jpeg,33c4b151e847b4472b192cd128e1ee4befb3dc8c2f068c42dca1eee085b91d47,4c551289366050a19cd847553a91fa9d,49914,.jpeg,clean,none,clean
img_00015047,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00015047.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00015047.jpeg,ac632cf192992d10dd49459195b2e5f17de6a4b7bb85ad4f3e89fc4db9245946,4e252c3ad8f5c63d895ba4baa8850f87,58423,.jpeg,clean,none,clean
img_00015069,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00015069.png,datasets/splits/clean/fold_2/non_weapon/img_00015069.png,b5b14fc60f77664ee57cbc21c3e38684052441813105138d6c598b2c10e768cc,5e4971c2b442ad05d0aa8429ba64ef1b,107800,.png,clean,none,clean
img_00015082,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00015082.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00015082.jpeg,2fa623853712b3141b74b27fdabfea6b05a8c3e5f0fd01523e8a54a78c33de98,638471ea505c6c131ef6e3f7eed99cb8,15985,.jpeg,clean,none,clean
img_00015091,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00015091.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00015091.jpeg,c9f5fb2d737e834892a852c01c8e5952997fcfcca0da5109eebf31cccfa39c09,6a81383649e76f602118c6670dda66a9,31957,.jpeg,clean,none,clean
img_00015097,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00015097.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00015097.jpeg,4843add405f6783a68b36b73e5817551f21947f73808756edddb068aa316763c,6c2f227dc22fc337de10de0cd20c1918,25801,.jpeg,clean,none,clean
img_00015103,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00015103.png,datasets/splits/clean/fold_2/non_weapon/img_00015103.png,7bb36af501c0c6d8c9d52644acb92e4f1b0388a19c641fa37fde0c13c0f389e8,6e6f7072d65011e1bab8745e526e41bb,31452,.png,clean,none,clean
img_00015105,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00015105.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00015105.jpeg,16c92ee93090a536f210185fca2f54281e4f49f5401989cca56c30c78baa2330,6ea3c2763c3c41035573274c91f09c17,84045,.jpeg,clean,none,clean
img_00015146,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00015146.png,datasets/splits/clean/fold_2/non_weapon/img_00015146.png,40ac133cd4e49d0b69da2da3a8fb3616c49850b00bb885fcc37a384b8426e265,88a37dfb3c727e4b41a32135d9b7a13b,108448,.png,clean,none,clean
img_00015203,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00015203.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00015203.jpeg,f7c64a3fed19ec19d76e9195159eb6bfdd4dceabb5cf9f27d2b8aea9373e00e6,ac692693499e6311aae76781c20e0858,28765,.jpeg,clean,none,clean
img_00015209,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00015209.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00015209.jpeg,4ffd118960545e02228f0680610a7cc803f951156b22f5c12030e02ea4476a69,afdf08817cbdf05107869a7bec2df16d,20382,.jpeg,clean,none,clean
img_00015214,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00015214.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00015214.jpeg,f5f86c392983fb925caecb1836796f5cd9b12fdcad8ff3917b34634f12178cfb,b4da1733159d223af6e099a04ac69fee,27845,.jpeg,clean,none,clean
img_00015216,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00015216.png,datasets/splits/clean/fold_2/non_weapon/img_00015216.png,1c34318039788f7a5cc5cfbbd73a0d2d2496f661d6ad620df67d3a7bccae923b,b54818089bf45dd2856aac6e34f8d89f,123494,.png,clean,none,clean
img_00015223,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00015223.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00015223.jpeg,a976b9563c44fc0752bb21d49b7e5bf5d8f1a5aef654d2f481f0e252015e27e6,ba10ea435bd0f4ff18cdaf616143320d,26994,.jpeg,clean,none,clean
img_00015231,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00015231.png,datasets/splits/clean/fold_2/non_weapon/img_00015231.png,e074b5c93b1e1022bc25c9fa9c8a7735147a4cd5e80495b20f2e1d0db735df5e,be8f33b9c15fd5e4fec6fdd28ef44b96,89094,.png,clean,none,clean
img_00015233,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00015233.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00015233.jpeg,0988d8a14c9e1a5b5aa48892da8a7f14e6d42c67673d41344977356882bfaf82,bf1a1cc7fd16dba544a5e880052767ed,26133,.jpeg,clean,none,clean
img_00015271,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00015271.png,datasets/splits/clean/fold_2/non_weapon/img_00015271.png,36b00db26d053f5d12b809ff22e60b8b3f32d62537c8dbfe8b033480311eb063,da14e2ef33f75fc33bf67901b28fabae,311503,.png,clean,none,clean
img_00015293,fold_2,non_weapon,05_deepweb,deepweb,,,images/img_00015293.webp,datasets/splits/clean/fold_2/non_weapon/img_00015293.webp,2d8163c0ec77bd51e559e6851f5f382236bb97e8e78ac8dfe3d80d5a6fc0f871,e8d6b9b26138182907737e5da2aff701,15596,.webp,clean,none,clean
img_00000001,fold_2,weapon,01_kaggle_weapon,kaggle,,,images/img_00000001.jpg,datasets/splits/clean/fold_2/weapon/img_00000001.jpg,a9df9263d583d137f19ed1578dd0906d19b44a107d8046794fef3a9ad9389a99,9cfec1e7e6cb90b5d863d06fe4a8dd70,73726,.jpg,clean,none,clean
img_00000003,fold_2,weapon,01_kaggle_weapon,kaggle,,,images/img_00000003.jpg,datasets/splits/clean/fold_2/weapon/img_00000003.jpg,efa5d09ad0e32d215b4cf92103658bd8f539bce02ac34f8c67fd8044e597715f,761e8ab74d35af831e2b5a90b0f08d12,397251,.jpg,clean,none,clean
img_00000006,fold_2,weapon,01_kaggle_weapon,kaggle,,,images/img_00000006.jpeg,datasets/splits/clean/fold_2/weapon/img_00000006.jpeg,53632b0dcc9c8b8b79da2cf9ed829da6f1e49241eba912c0c63bb10ba00a8ff8,eabf9ddee05bda774fa035aa92b440a7,135659,.jpeg,clean,none,clean
img_00000023,fold_2,weapon,01_kaggle_weapon,kaggle,,,images/img_00000023.jpeg,datasets/splits/clean/fold_2/weapon/img_00000023.jpeg,4632d9aeb70633cfaef57985847fcd9ce1b87a9e2ee5c08ac82d57efc6faf66b,47c9c2fe93cfed982dc35b4eb1126dd3,37550,.jpeg,clean,none,clean
img_00000042,fold_2,weapon,01_kaggle_weapon,kaggle,,,images/img_00000042.jpeg,datasets/splits/clean/fold_2/weapon/img_00000042.jpeg,81a63895319f9599680c8dc3f5e98dd15b292126893123abac48e6b2df7673fd,9c9b7632eae943be6affa61a451ad73d,47579,.jpeg,clean,none,clean
img_00000125,fold_2,weapon,01_kaggle_weapon,kaggle,,,images/img_00000125.jpeg,datasets/splits/clean/fold_2/weapon/img_00000125.jpeg,9638d90292eb092489fcb52a31f7391b602a4878ad2a0878a993d0e353e37931,29858836136525df46403739c971a957,85538,.jpeg,clean,none,clean
img_00000127,fold_2,weapon,01_kaggle_weapon,kaggle,,,images/img_00000127.jpeg,datasets/splits/clean/fold_2/weapon/img_00000127.jpeg,63a005592372def7414adc83bae1de11ac530fabf8be9e9d3b9b2b7dc1351306,96325d9507971908580a36004010b7ee,82470,.jpeg,clean,none,clean
