generated_image_id,original_image_id,fold,final_label,source_dataset,source_group,source_relative_path,prepared_relative_path,clean_relative_path,perturbed_relative_path,attack_family,attack_name,attack_parameters,target_model,model_dependency,attack_success,original_prediction,adversarial_prediction,original_confidence,adversarial_confidence,original_correct,adversarial_correct,sha256_original,md5_original,sha256_perturbed,md5_perturbed,perturbation_norm_l0,perturbation_norm_l2,perturbation_norm_linf,perturbation_mean_abs,size_bytes,extension,created_at
img_00014607__color_shift__model_agnostic,img_00014607,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014607.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014607.jpeg,attacks/adversarial/color_shift/model_agnostic/fold_2/non_weapon/img_00014607__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 9.302267074584961, ""perturbation_norm_l0"": 268960, ""perturbation_norm_l2"": 5729.177734375, ""perturbation_norm_linf"": 18.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,bc9db6e070096c2b9497adf9f305d4eb9757b9a18853a20343c0c616107cdcd8,57364b2959e1c66f13b5411a5163ffd4,e3269f001ca85514ab657c5a137ba51eb05780b01573c7107b539ffc6b570baf,e9a5fe8184edffd3b2bf909a1c31696b,268960,5729.177734375,18.0,9.302267074584961,9998,.jpg,2026-05-04T22:53:16+00:00
img_00014621__color_shift__model_agnostic,img_00014621,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014621.png,datasets/splits/clean/fold_2/non_weapon/img_00014621.png,attacks/adversarial/color_shift/model_agnostic/fold_2/non_weapon/img_00014621__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 9.18994426727295, ""perturbation_norm_l0"": 265898, ""perturbation_norm_l2"": 5683.74658203125, ""perturbation_norm_linf"": 18.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,52ed67724621746080eb5d73f6bde6fcec1a39aab840c15af99cbf0a0e485299,5dd2d87d19c6962fdbb79c5d0dd50707,f98a211cc5f7fd32f5129d2bdf943cf66770030852b072a05e5b6ab94f668468,e3c85d92c7d4eb13bbbf7d1c6c6de1d8,265898,5683.74658203125,18.0,9.18994426727295,22012,.jpg,2026-05-04T22:53:16+00:00
img_00014623__color_shift__model_agnostic,img_00014623,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014623.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014623.jpeg,attacks/adversarial/color_shift/model_agnostic/fold_2/non_weapon/img_00014623__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 6.9218621253967285, ""perturbation_norm_l0"": 245707, ""perturbation_norm_l2"": 5199.28076171875, ""perturbation_norm_linf"": 26.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,dbe23c301286ed7985ccb24038eacd293f37db0f6be37a0cc6101c1d61ac6085,5ffacd24e87ca3361de1eb5b27ef06c3,4dfcfce85499e389e4c782135710fb532e096e4fd894fec3f35d56743c7511b9,8cdd5ad430d47775b6cf0ddc727c3aaf,245707,5199.28076171875,26.0,6.9218621253967285,24560,.jpg,2026-05-04T22:53:16+00:00
img_00014631__color_shift__model_agnostic,img_00014631,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014631.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014631.jpeg,attacks/adversarial/color_shift/model_agnostic/fold_2/non_weapon/img_00014631__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 9.785440444946289, ""perturbation_norm_l0"": 233247, ""perturbation_norm_l2"": 6524.47998046875, ""perturbation_norm_linf"": 22.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,f92c9996c9a1a33087cb5eab152c022fea46c28a8e58b3b75660ef4d268ef020,654f72928f024221a780d6584bcbeadd,041d5f0939f53cd7ba6a3376687d20b66afa30baf193df7c3f3430eb2ae58438,916db343454001f9b10153c98dc961e9,233247,6524.47998046875,22.0,9.785440444946289,26803,.jpg,2026-05-04T22:53:16+00:00
img_00014654__color_shift__model_agnostic,img_00014654,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014654.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014654.jpeg,attacks/adversarial/color_shift/model_agnostic/fold_2/non_weapon/img_00014654__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 6.395833492279053, ""perturbation_norm_l0"": 225894, ""perturbation_norm_l2"": 5139.98583984375, ""perturbation_norm_linf"": 32.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,dd03a6929126ca439f6f7ad7ca6b5fd849bc825b4990298243c4f820c4158982,70e85699157de46a08db3b37e6f98c30,c3ef53a4d072a88b35d6a9211ceabe25c0958be79554b31accd7529a3632ff37,053807328d114c7af5d270b5f28b04c9,225894,5139.98583984375,32.0,6.395833492279053,24675,.jpg,2026-05-04T22:53:16+00:00
img_00014656__color_shift__model_agnostic,img_00014656,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014656.png,datasets/splits/clean/fold_2/non_weapon/img_00014656.png,attacks/adversarial/color_shift/model_agnostic/fold_2/non_weapon/img_00014656__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 6.247899532318115, ""perturbation_norm_l0"": 1122865, ""perturbation_norm_l2"": 12093.740234375, ""perturbation_norm_linf"": 31.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,14d966ce8a9541b46dec4e2290bf4b53ff66335a5bab37e88283b58d16917560,711bde86ce91671617c8a961a81b1b19,3349c6ca700c77ea73c40f8374029d2aa652e91d2c59f35b9421e6fda3b17e72,6efc80d0f180f4383e1768828fea1062,1122865,12093.740234375,31.0,6.247899532318115,96908,.jpg,2026-05-04T22:53:16+00:00
img_00014659__color_shift__model_agnostic,img_00014659,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014659.png,datasets/splits/clean/fold_2/non_weapon/img_00014659.png,attacks/adversarial/color_shift/model_agnostic/fold_2/non_weapon/img_00014659__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 5.4587202072143555, ""perturbation_norm_l0"": 341021, ""perturbation_norm_l2"": 6603.52783203125, ""perturbation_norm_linf"": 19.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,a30648380b7e19777475826e6a3e350d7f53f1ed2f5dbd306e605a335acf9760,73014114113f29f0b88746e2ef96da7b,6d399d132e0923079dbaa3df91bd4f7140d9a7d0ea71d11374686d64771be2a2,bce5a7e953b660b707fc9057bc728ef8,341021,6603.52783203125,19.0,5.4587202072143555,20500,.jpg,2026-05-04T22:53:16+00:00
img_00014663__color_shift__model_agnostic,img_00014663,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014663.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014663.jpeg,attacks/adversarial/color_shift/model_agnostic/fold_2/non_weapon/img_00014663__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 9.2598295211792, ""perturbation_norm_l0"": 269178, ""perturbation_norm_l2"": 5707.25048828125, ""perturbation_norm_linf"": 17.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,7bf79ebd041fcaf70e42a89b2edd3844d58617441040b826d4ba874559df4447,745563020810d8ae38f8e0bc471325d3,76d7ce77f54de2dd36048077f91fc41c282d9d6d6f6fcd05048f8e502b5d6bc1,2c4d76837a677e13594f1110a429fc67,269178,5707.25048828125,17.0,9.2598295211792,10025,.jpg,2026-05-04T22:53:16+00:00
img_00014682__color_shift__model_agnostic,img_00014682,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014682.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014682.jpeg,attacks/adversarial/color_shift/model_agnostic/fold_2/non_weapon/img_00014682__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 6.634166240692139, ""perturbation_norm_l0"": 508410, ""perturbation_norm_l2"": 8611.703125, ""perturbation_norm_linf"": 24.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,40cb066c73fea207ded0533c16e244469027707b50a6b37cced323a9f7262cfb,7e521a07358fcf9fd067c77d3ff561df,9596c4882eac197c0c220067e6143f222b56d9262d5bf727af955d61d68116bb,06adf3fd6d5033d59f3fac127045a816,508410,8611.703125,24.0,6.634166240692139,74452,.jpg,2026-05-04T22:53:16+00:00
img_00014702__color_shift__model_agnostic,img_00014702,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014702.webp,datasets/splits/clean/fold_2/non_weapon/img_00014702.webp,attacks/adversarial/color_shift/model_agnostic/fold_2/non_weapon/img_00014702__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 8.319304466247559, ""perturbation_norm_l0"": 372712, ""perturbation_norm_l2"": 9526.0078125, ""perturbation_norm_linf"": 32.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,2686352d16b8b567605e6c64b7df2094b09ab1b9487b3d4b43a3898a7c1f671f,86e69bfde70ab966c209595c06da3b78,352bef686b37589ef68c292074bf4b93bca25f2916c4745e8eb4fc4d292a6e38,02a57a3a044490ae5f8aec3c90e4acec,372712,9526.0078125,32.0,8.319304466247559,53546,.jpg,2026-05-04T22:53:16+00:00
img_00014716__color_shift__model_agnostic,img_00014716,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014716.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014716.jpeg,attacks/adversarial/color_shift/model_agnostic/fold_2/non_weapon/img_00014716__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 10.066788673400879, ""perturbation_norm_l0"": 267242, ""perturbation_norm_l2"": 6296.828125, ""perturbation_norm_linf"": 27.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,6275a39bb638c9d24934163b2cd94d2490664e366c57c9f33bd1f86e8e9393af,942a1261d25c4c5fc4cdd3e925f2905e,fc4c26876f373a3c10dd9ecc8aedcdf222563acb2492f50a9171d10e89005478,24f20b921e7ae498641e94b3ae14530c,267242,6296.828125,27.0,10.066788673400879,27377,.jpg,2026-05-04T22:53:16+00:00
img_00014719__color_shift__model_agnostic,img_00014719,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014719.png,datasets/splits/clean/fold_2/non_weapon/img_00014719.png,attacks/adversarial/color_shift/model_agnostic/fold_2/non_weapon/img_00014719__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 6.1334919929504395, ""perturbation_norm_l0"": 1312093, ""perturbation_norm_l2"": 11276.2119140625, ""perturbation_norm_linf"": 27.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,c482899b9c335f6561250b189c5d6c309675587abde783bf143b0434ebba21c0,95d7bb6c11c9712bd261f1fb04e86587,42d2202935dbc45c27584bb7a56d6238a7bcb05dc31dd4d7aae23d1e860ced24,9438a38601036515afee6244a4fb97a3,1312093,11276.2119140625,27.0,6.1334919929504395,121205,.jpg,2026-05-04T22:53:16+00:00
img_00014725__color_shift__model_agnostic,img_00014725,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014725.png,datasets/splits/clean/fold_2/non_weapon/img_00014725.png,attacks/adversarial/color_shift/model_agnostic/fold_2/non_weapon/img_00014725__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 6.548206806182861, ""perturbation_norm_l0"": 1580584, ""perturbation_norm_l2"": 11686.13671875, ""perturbation_norm_linf"": 30.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,2317fd7ca8cf9055fb30971d60b9d18ba81d6e0a54d67f2f854a364480bfb85f,9924f4eb634d5a1fc910da87e91b122f,fa927a133d1fcc1c58f0f84efc1bd5b2bee6e9826d01ebba380e257f2bb82e4e,c5088ea4691c497bc54486ded9d2881b,1580584,11686.13671875,30.0,6.548206806182861,209361,.jpg,2026-05-04T22:53:16+00:00
img_00014728__color_shift__model_agnostic,img_00014728,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014728.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014728.jpeg,attacks/adversarial/color_shift/model_agnostic/fold_2/non_weapon/img_00014728__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 6.408644676208496, ""perturbation_norm_l0"": 162222, ""perturbation_norm_l2"": 4910.18310546875, ""perturbation_norm_linf"": 22.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,7591b84850571b3dd2cb87fb667c2eebcd64bfb91c7d30988a82f519563008bc,99e3fd854e9ec7d809ceff044d937812,04d0dfe629aba901b4c09351d676c08a89713dee4e799465c8c73e52b587ec73,189443043470812e70faac047f329d88,162222,4910.18310546875,22.0,6.408644676208496,13746,.jpg,2026-05-04T22:53:16+00:00
img_00014729__color_shift__model_agnostic,img_00014729,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014729.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014729.jpeg,attacks/adversarial/color_shift/model_agnostic/fold_2/non_weapon/img_00014729__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 9.671396255493164, ""perturbation_norm_l0"": 267608, ""perturbation_norm_l2"": 5994.9072265625, ""perturbation_norm_linf"": 27.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,0a08c5d206a1898427301b44eb4f790b50b3fd413343f9d09690d5c6472f8c88,9a58af151e8d9570538545e56f6d3bdc,da0aa9ed9407a4d13abba71a6f8d77caf9ea289771533e39b3bd98e519dfa8b6,c7ac55c768895eb9e8622b2218aeff77,267608,5994.9072265625,27.0,9.671396255493164,16068,.jpg,2026-05-04T22:53:16+00:00
img_00014731__color_shift__model_agnostic,img_00014731,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014731.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014731.jpeg,attacks/adversarial/color_shift/model_agnostic/fold_2/non_weapon/img_00014731__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 9.136003494262695, ""perturbation_norm_l0"": 562783, ""perturbation_norm_l2"": 8524.3779296875, ""perturbation_norm_linf"": 28.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,50b44d06bfed230220dccc1b82d0d54d16d6649de46eca930a5421f672c47fd7,9a8ef394c2f0c9136cda7fd47d9af000,8aa8cd463edad683c38da3a9d08c6642059e348bea5c36ca2821b7324f6e0740,d37d33fe997239684bf27bb5e4675b34,562783,8524.3779296875,28.0,9.136003494262695,73148,.jpg,2026-05-04T22:53:16+00:00
img_00014733__color_shift__model_agnostic,img_00014733,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014733.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014733.jpeg,attacks/adversarial/color_shift/model_agnostic/fold_2/non_weapon/img_00014733__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 9.450284957885742, ""perturbation_norm_l0"": 244262, ""perturbation_norm_l2"": 5932.572265625, ""perturbation_norm_linf"": 28.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,7873cef8018747a7ca54e241eeef370896abadc13b4d1af2b696efaf43c42245,9abde9887666b6136fae7bf6a9328c3a,8de150c0de40584ec0dac2a3fc3bdb305ed0d64e0affb1c1cc2d7f87ce5b8d60,2fc3485b5ce5c44df97228032ca2265c,244262,5932.572265625,28.0,9.450284957885742,35660,.jpg,2026-05-04T22:53:16+00:00
img_00014741__color_shift__model_agnostic,img_00014741,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014741.png,datasets/splits/clean/fold_2/non_weapon/img_00014741.png,attacks/adversarial/color_shift/model_agnostic/fold_2/non_weapon/img_00014741__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 10.24618148803711, ""perturbation_norm_l0"": 266900, ""perturbation_norm_l2"": 6376.09130859375, ""perturbation_norm_linf"": 27.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,e659cbdbcc9b9dada8446dfea3463c9f549750f3f3cf06329c942884e15f942a,9dfd6a643c316ff3455d3cbc3049d60b,2ed2eec92407cfd92263e7f722c9f83d8982d47e46d9c46d3d792060115b2c83,41bcfb82d07fe9be8d777ffac91fd408,266900,6376.09130859375,27.0,10.24618148803711,41718,.jpg,2026-05-04T22:53:16+00:00
img_00014746__color_shift__model_agnostic,img_00014746,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014746.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014746.jpeg,attacks/adversarial/color_shift/model_agnostic/fold_2/non_weapon/img_00014746__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 4.765110969543457, ""perturbation_norm_l0"": 128704, ""perturbation_norm_l2"": 4013.963134765625, ""perturbation_norm_linf"": 16.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,3f01f15e841cbe78c35e269c4391f3a8ec2b5dab9c3fa92da9074c5472a78b9a,a05773e5d466a23cfff99a340ac8db47,c1156b721eb8612aa1f50a33fb4d45ea01c21bbf5578af1633d3ac4bff141a79,2f989cf2181e502446a44109daa66ae0,128704,4013.963134765625,16.0,4.765110969543457,14926,.jpg,2026-05-04T22:53:16+00:00
img_00014758__color_shift__model_agnostic,img_00014758,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014758.png,datasets/splits/clean/fold_2/non_weapon/img_00014758.png,attacks/adversarial/color_shift/model_agnostic/fold_2/non_weapon/img_00014758__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 7.468912601470947, ""perturbation_norm_l0"": 2048551, ""perturbation_norm_l2"": 13022.392578125, ""perturbation_norm_linf"": 29.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,8a794ae4d6355cf1aea161f96fe6d3986d5b94b229c59d1f250d25e567f66524,a7980ba5e6f46517965d9bcb7f05c0a9,627ba064e8afecf53c21923f697a5f4ca216a52f4279a8af25d75b7b2895c687,6f5dc0d3484ab15b8ab9fc590c103c5e,2048551,13022.392578125,29.0,7.468912601470947,46709,.jpg,2026-05-04T22:53:16+00:00
img_00014771__color_shift__model_agnostic,img_00014771,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014771.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014771.jpeg,attacks/adversarial/color_shift/model_agnostic/fold_2/non_weapon/img_00014771__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 9.106807708740234, ""perturbation_norm_l0"": 1039340, ""perturbation_norm_l2"": 12323.7802734375, ""perturbation_norm_linf"": 28.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,23aa39855dff99c74c4f11b70fa9e1d624bcca2239d06a33f7383d72f496bd63,ae0a9e8ef6d0e5a904443eacbcf347fb,017a041b559de4804411263eafbb6604416e20f9fe6f0c4f6b3b421b8049e976,0474b357da73f4b7eb5eb322a3380992,1039340,12323.7802734375,28.0,9.106807708740234,119407,.jpg,2026-05-04T22:53:16+00:00
img_00014773__color_shift__model_agnostic,img_00014773,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014773.png,datasets/splits/clean/fold_2/non_weapon/img_00014773.png,attacks/adversarial/color_shift/model_agnostic/fold_2/non_weapon/img_00014773__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 4.599298000335693, ""perturbation_norm_l0"": 1667131, ""perturbation_norm_l2"": 16013.333984375, ""perturbation_norm_linf"": 29.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,5394abe202f839dbf82b16372f4cf0e399c849e4582959c1837b44ae3a3114bc,ae61ab944f1b2b1bbd355d4dec0e30ce,573a06b212fe04452203b3c55774cdc9c8436bc4e1e55fec4511575aa248965c,4bae3b28d3dfbac9b4aa73cba2be0bc8,1667131,16013.333984375,29.0,4.599298000335693,121071,.jpg,2026-05-04T22:53:16+00:00
img_00014779__color_shift__model_agnostic,img_00014779,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014779.png,datasets/splits/clean/fold_2/non_weapon/img_00014779.png,attacks/adversarial/color_shift/model_agnostic/fold_2/non_weapon/img_00014779__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 4.495859146118164, ""perturbation_norm_l0"": 130231, ""perturbation_norm_l2"": 3920.51416015625, ""perturbation_norm_linf"": 28.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,4f867b94c726ae81a4958423025fd2fc73b0743e89d16a5d05f5d3de5c0cd646,b17b332abcf93011f4fac247dc1a853b,422b4a8350c6b7bb184c9640fe1b69f97b1cdd59e5695b55f7d5cd604def6316,a248f5030e535d54004d334e302f3c68,130231,3920.51416015625,28.0,4.495859146118164,5764,.jpg,2026-05-04T22:53:16+00:00
img_00014780__color_shift__model_agnostic,img_00014780,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014780.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014780.jpeg,attacks/adversarial/color_shift/model_agnostic/fold_2/non_weapon/img_00014780__color_shift__model_agnostic.jpg,adversarial,color_shift,"{""blue_shift"": -12, ""contrast_factor"": 1.0, ""green_shift"": 0, ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""perturbation_mean_abs"": 8.365734100341797, ""perturbation_norm_l0"": 263980, ""perturbation_norm_l2"": 5888.79541015625, ""perturbation_norm_linf"": 31.0, ""red_shift"": 12, ""saturation_factor"": 1.1}",model_agnostic,model_agnostic,not_applicable,not_computed,not_computed,not_computed,not_computed,not_computed,not_computed,d0d33ab5b68d6de81d3b13db9b9793516389520d5780aad929ef312fc2dd9479,b1cb0715626f58c164b52d24db6219b6,480e3d7c23381461dd1d035055881d51500edc27788d279f35f0551bd728ed7a,f8dc510103cc44756982ca61baf6a5c1,263980,5888.79541015625,31.0,8.365734100341797,46068,.jpg,2026-05-04T22:53:16+00:00
