generated_image_id,original_image_id,fold,final_label,source_dataset,source_group,source_relative_path,prepared_relative_path,clean_relative_path,perturbed_relative_path,attack_family,attack_name,attack_parameters,sha256_original,md5_original,sha256_perturbed,md5_perturbed,size_bytes,extension,created_at
img_00004533__resample_resize,img_00004533,fold_2,weapon,02_deepfirearm,deepfirearm,,images/img_00004533.jpg,datasets/splits/clean/fold_2/weapon/img_00004533.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00004533__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""439x212"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""878x423"", ""scale"": 0.5}",44087012c11a29462fceaee3d347d16ce75b038d0c1bb6fb971ab7214a550066,8e46dfa13b89759d0a11973e2429abc2,934127ed193e251515693981c627132819308bc6eef04a7b8a5f919e01b5d3fe,6a77ff8d55fc33f6fde6aa027bb1b29c,38331,.jpg,2026-05-07T04:09:38+00:00
img_00009542__resample_resize,img_00009542,fold_2,weapon,02_deepfirearm,deepfirearm,,images/img_00009542.jpg,datasets/splits/clean/fold_2/weapon/img_00009542.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00009542__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""240x182"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""480x364"", ""scale"": 0.5}",8898dfb1e29fd2e83a821dd05b5811e6a537cdd2e96a9eb760a099e88f362ab2,38b1cc25f75c0d91699df270f1acde71,85d203f0f3cff7cc15ec24e3e3481ebb3f043b86aee4e8e60444822c0b2e8e33,0d962082c1c7a6ea9f131e3ba5ef47c7,31611,.jpg,2026-05-07T04:09:38+00:00
img_00010402__resample_resize,img_00010402,fold_2,weapon,02_deepfirearm,deepfirearm,,images/img_00010402.jpg,datasets/splits/clean/fold_2/weapon/img_00010402.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00010402__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""422x234"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""845x469"", ""scale"": 0.5}",3893b4fc73c29275ee6e3e538f8c7b6eb9b92281fc36851b536563fbcaa0fa2f,6164bd16b7d9c51b2ab7f972eb768361,867f2a03ac88b366974aa2221a2d9f5d35c273408ed0b49d376c038f01f48315,d163e0d0e018317ce8eb7d8b2f81b785,119654,.jpg,2026-05-07T04:09:38+00:00
img_00012629__resample_resize,img_00012629,fold_2,weapon,03_google_scraped,google,,images/img_00012629.jpg,datasets/splits/clean/fold_2/weapon/img_00012629.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00012629__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""300x225"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""600x450"", ""scale"": 0.5}",bb061123949d8d51ce1a4f199d0d46175863bd6b70397340c7ff5ffe63d54067,71386dc94aeaad2aa872ed22bab426da,e94a5d51dcdc3a3a469ae070efd5929ea5a586c2f3832ec1c43d41f5f6f7a8d5,d8bda22a7353a55888db7435f0e8d519,28355,.jpg,2026-05-07T04:09:38+00:00
img_00012653__resample_resize,img_00012653,fold_2,weapon,03_google_scraped,google,,images/img_00012653.jpg,datasets/splits/clean/fold_2/weapon/img_00012653.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00012653__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""1280x702"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""2559x1404"", ""scale"": 0.5}",dadca2ffaadeb13d33b31bdc43e75cc7f54ddeae80bb9e674269a5aac9aa1625,f559d677ec8364210047e278a5662822,9b72ac29ab28e94b376949342a0a9e1642b65e4e987a24d19e474d8f54ce71e6,e78ffe07dfca5e1a323df903d6fa1456,266233,.jpg,2026-05-07T04:09:38+00:00
img_00012678__resample_resize,img_00012678,fold_2,weapon,03_google_scraped,google,,images/img_00012678.jpg,datasets/splits/clean/fold_2/weapon/img_00012678.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00012678__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""263x263"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""526x526"", ""scale"": 0.5}",c6de0cc419f5154e2ab0717b61cb7a9314ba9f402cfd87878938eb3c76c049a9,f4c6fbbcc7430541430f1e230d48e748,ce021673ca693cf45670fa5342bd6641253b5e198afa0fa80707220d366d0715,6ab7b5e55358529d317e091898bd9443,75355,.jpg,2026-05-07T04:09:38+00:00
img_00012691__resample_resize,img_00012691,fold_2,weapon,03_google_scraped,google,,images/img_00012691.jpg,datasets/splits/clean/fold_2/weapon/img_00012691.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00012691__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""960x411"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""1920x822"", ""scale"": 0.5}",3e63dce8ba25bfbebf24fb4c5b9cdf3bdac75a6e7ff39ff8561072460550f206,77b81332025d8598fd926ce323b972d9,e9e64fad31d190959c5f0b43dc88934ac9095f35c29b6ddbb4ca715e385761c3,e7242cc3e65f01c73da04711073effd3,430833,.jpg,2026-05-07T04:09:38+00:00
img_00012705__resample_resize,img_00012705,fold_2,weapon,03_google_scraped,google,,images/img_00012705.jpg,datasets/splits/clean/fold_2/weapon/img_00012705.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00012705__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""640x360"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""1280x720"", ""scale"": 0.5}",18a24c807af1ad7bb2a0dedcf94dc99be77e14b609a47a9a984aa6765c251323,18ecb7554dfa9f11a1b349d5e83f2d1a,0dfc1f5b9b31ce5ade7a02b26a25d68cbe5632d58bd4ead2377a7ac5daf5398b,62e387c911eb31a57913a504d7778ea0,391408,.jpg,2026-05-07T04:09:38+00:00
img_00012724__resample_resize,img_00012724,fold_2,weapon,03_google_scraped,google,,images/img_00012724.jpg,datasets/splits/clean/fold_2/weapon/img_00012724.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00012724__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""400x400"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""800x800"", ""scale"": 0.5}",0a9d9126119ea80919cd1e3a86386ed7e76f7d72a144e1a1059e2b03028b0ea2,c4a07054b24e1033ea22cf8a35152a71,22dc1d61f2a36be82faff6687f6eb925b38e40c99340cb8d37260950862b5392,e8fd33a496556323c41265393b954685,23950,.jpg,2026-05-07T04:09:38+00:00
img_00012736__resample_resize,img_00012736,fold_2,weapon,03_google_scraped,google,,images/img_00012736.png,datasets/splits/clean/fold_2/weapon/img_00012736.png,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00012736__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""366x243"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""732x486"", ""scale"": 0.5}",d9e0c31fc118b8f517feb488e4eadb5d8f691fc62c6a21ee64f18cf69097d3dd,2f84b75f87b99027600af6085c161cb9,8d2b11ae43e72647e5323bc959f8769ee7f3dec97cc7b965529fbb405f5e957c,33ef0864232e92137ad2f48c3487c09a,29202,.jpg,2026-05-07T04:09:38+00:00
img_00012744__resample_resize,img_00012744,fold_2,weapon,03_google_scraped,google,,images/img_00012744.jpg,datasets/splits/clean/fold_2/weapon/img_00012744.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00012744__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""368x276"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""736x552"", ""scale"": 0.5}",20ed3b7a9222df901095ea55c8b2f85f526e7ee3c00a49dab57efd6c28347c5b,96ce5b1c0a11da8ed0e613e7bcc2c7a6,cb41d732e48b8beee238b65c34896a3cb66c90efa2f0144d02510ba88c138fe5,c3da2435f59a6faa0b741c401b0235a2,124022,.jpg,2026-05-07T04:09:38+00:00
img_00012753__resample_resize,img_00012753,fold_2,weapon,03_google_scraped,google,,images/img_00012753.jpg,datasets/splits/clean/fold_2/weapon/img_00012753.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00012753__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""600x314"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""1200x628"", ""scale"": 0.5}",9e7c6b5042560b89d84e425db2c41b959f1fa3b0056364b0ec6be2cd7d1306e5,daf6afc117e013a97d3e3e52434554d9,1f00eb6912a4825a4db298660c853c48fd3837bc868d0788a41410a89eefc30d,b24d1abdd5cfaf7fed87f9d5807964d0,218624,.jpg,2026-05-07T04:09:38+00:00
img_00012756__resample_resize,img_00012756,fold_2,weapon,03_google_scraped,google,,images/img_00012756.jpg,datasets/splits/clean/fold_2/weapon/img_00012756.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00012756__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""440x539"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""880x1078"", ""scale"": 0.5}",27769ba64d117d96e15016345a4521c283c027853616aea0f876c2a931c2eed4,19353285ece6b7af24500422020d1bd2,9618ddc976fa51193bda3d9d65a05722bdd52f00ed9bf55cf216303380e05eae,fe9fc1cf66816d108064849e4ec36a52,211831,.jpg,2026-05-07T04:09:38+00:00
img_00012777__resample_resize,img_00012777,fold_2,weapon,03_google_scraped,google,,images/img_00012777.jpg,datasets/splits/clean/fold_2/weapon/img_00012777.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00012777__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""960x540"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""1920x1080"", ""scale"": 0.5}",dfcf386d6a7b7aa9a88e3a3b479b3df7132ad731f58aa09049fe68200569a392,cf4b6d85fb5779dbe5c362ca51c77e39,e93701114fde5be83608deee66a68cc7328636e15d65ee363c46c95335d065ca,1f180d9c504bef44a2ca6919bacb760f,143877,.jpg,2026-05-07T04:09:38+00:00
img_00012887__resample_resize,img_00012887,fold_2,weapon,03_google_scraped,google,,images/img_00012887.jpg,datasets/splits/clean/fold_2/weapon/img_00012887.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00012887__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""488x274"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""976x549"", ""scale"": 0.5}",842dc475344854234c57db3195c2b5129ffaf9ad6ac58de343a610ac187dbd4b,d0ee61e5f09f307e386c629e915cd7cf,5ba6cdeb1032a02adb7172b9b9cb4b00327bba2cc1e4d5e1484193968f93d5d5,df676441d0130083f10df5cae1e41bce,122562,.jpg,2026-05-07T04:09:38+00:00
img_00012952__resample_resize,img_00012952,fold_2,weapon,03_google_scraped,google,,images/img_00012952.jpg,datasets/splits/clean/fold_2/weapon/img_00012952.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00012952__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""600x434"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""1200x869"", ""scale"": 0.5}",350f9263fdf69784cde491faf3f5042824345331ea3a22fda4839596497ca6b0,d8911da5be82b820eb37f461cce29933,1903cbb44b4a666b402a18672a76ce5bc19511bd47a2e4acbd9127d14e888071,df8ff907894da958e4b30f40a33645c6,303032,.jpg,2026-05-07T04:09:38+00:00
img_00012953__resample_resize,img_00012953,fold_2,weapon,03_google_scraped,google,,images/img_00012953.jpg,datasets/splits/clean/fold_2/weapon/img_00012953.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00012953__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""500x254"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""1000x509"", ""scale"": 0.5}",a46d7fd9a6d5a4021126493da396a2503cf20d7d8cf3edae42db23a885ffe7be,04774b43f78a02c3a69c0f57fc30628e,2f3c2bd624daf52a970325ae142c2a19813b1526c8bd0f99957af128dab9e5e4,7c38c460f5281cd0c87aa1e0439de099,128046,.jpg,2026-05-07T04:09:38+00:00
img_00012965__resample_resize,img_00012965,fold_2,weapon,03_google_scraped,google,,images/img_00012965.jpg,datasets/splits/clean/fold_2/weapon/img_00012965.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00012965__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""1512x2016"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""3024x4032"", ""scale"": 0.5}",de0f5115bec0a14204d3c10e5cfd9165eee62b42862804cb0ff6b8f6ce11fe0b,2aacd1029e8cf720bd9e9437eb21ffe0,8165e78fb28dad60429bf2e7f0ba2d49e5aad2580d102611e32edcadc7cc8848,db50f764758d71fd71e2d3b6a3476d28,2444067,.jpg,2026-05-07T04:09:38+00:00
img_00012982__resample_resize,img_00012982,fold_2,weapon,03_google_scraped,google,,images/img_00012982.jpg,datasets/splits/clean/fold_2/weapon/img_00012982.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00012982__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""650x478"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""1300x956"", ""scale"": 0.5}",e0b112960f463417b47edec80d5ff8f61d0b820cd1dcd17130b8dd29c4e33349,cf2ffc4c41e05be28c5a1af016d6ee2f,8c6312d38a6ec79311ac0a73cf111ab8b4d5892bca97340dc65249c4a417f0fd,9c01a2d82aeeca8fdf2204a843c2a3a2,231816,.jpg,2026-05-07T04:09:38+00:00
img_00012989__resample_resize,img_00012989,fold_2,weapon,03_google_scraped,google,,images/img_00012989.jpg,datasets/splits/clean/fold_2/weapon/img_00012989.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00012989__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""384x210"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""768x420"", ""scale"": 0.5}",30b0bbfcd74db7b1415efa1a0c05369948052caf6cec6386df538cf545c952a5,d5eeb494ed57fe03fe4665586ac3b9b8,f1de9ab659e20aa4b31f96c6dfa917f6a64702f1d6ca36ee58695607b801fc09,c60d8326b59e83eb959a3f83c80c2c9f,77918,.jpg,2026-05-07T04:09:38+00:00
img_00013012__resample_resize,img_00013012,fold_2,weapon,03_google_scraped,google,,images/img_00013012.jpg,datasets/splits/clean/fold_2/weapon/img_00013012.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00013012__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""1512x2016"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""3024x4032"", ""scale"": 0.5}",d943503f8998d72689c18cf3d28b6cb8fd671dcc5ceb1186f51851197b5d858f,a8ef99eff7016260f924c4e69d0df77f,c6618abde5272814a62b521ca95022aa3a81b6ce6a4463d1af3111ac8124afdb,0a4aede7cb5545bd57a0ac99302c40b8,2753556,.jpg,2026-05-07T04:09:38+00:00
img_00013126__resample_resize,img_00013126,fold_2,weapon,03_google_scraped,google,,images/img_00013126.jpg,datasets/splits/clean/fold_2/weapon/img_00013126.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00013126__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""2016x1321"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""4032x2642"", ""scale"": 0.5}",70e5f5b8830857c95fc1802b3fc625fa44dd76504f6e2cf75589f9815215991e,a989f1f304fc84d476e67a5c77132161,2778d37317033999b0f87df9fb1da65ab247ff2c602df63a59935ccc1be50e85,5a97db675461cea0d5019f0363c8058b,3024615,.jpg,2026-05-07T04:09:38+00:00
img_00013146__resample_resize,img_00013146,fold_2,weapon,03_google_scraped,google,,images/img_00013146.jpg,datasets/splits/clean/fold_2/weapon/img_00013146.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00013146__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""870x2156"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""1741x4312"", ""scale"": 0.5}",136c22bc8f0a0406e8cf665bd6f1fa7ee50d1b978697fd0934f111dec81c99e0,5ff4e28770cead9861a8f7a61ed56361,a3ac433194e930c684fb58f737679f4600b2726696f2832af21e4d566468f9ce,34590b5d27711e6c3b8c784ff38e8e80,1490132,.jpg,2026-05-07T04:09:38+00:00
img_00013527__resample_resize,img_00013527,fold_2,weapon,04_telegram_youtube,telegram_youtube,,images/img_00013527.jpg,datasets/splits/clean/fold_2/weapon/img_00013527.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00013527__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""512x482"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""1024x965"", ""scale"": 0.5}",5c3518d52771263f61a25ccc86ea8fe274e9a64b33489ca6238c9e49f250232d,bca2c9b25be02ee12e1dafa5abf3f7dd,20e644279975586d220e1501e955abcd8b0ce4d2fdc7368be930fdb80dc13358,03a123e20ed960fba32748655a0544e5,269896,.jpg,2026-05-07T04:09:38+00:00
img_00013528__resample_resize,img_00013528,fold_2,weapon,04_telegram_youtube,telegram_youtube,,images/img_00013528.jpg,datasets/splits/clean/fold_2/weapon/img_00013528.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00013528__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""640x480"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""1280x960"", ""scale"": 0.5}",6efe3af96090c8beb321d970b572dfc5f68f3c86f7666d471b6f00c2179a3a58,4d41b16e2c2590f5fb2630753f8532bf,c069ca36bb97145db1187ed1656d5042f94ab8b9ce6c56d550a842004f5d54c3,edb396eb2e24d1244b3a026156859694,368865,.jpg,2026-05-07T04:09:38+00:00
img_00013529__resample_resize,img_00013529,fold_2,weapon,04_telegram_youtube,telegram_youtube,,images/img_00013529.jpg,datasets/splits/clean/fold_2/weapon/img_00013529.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00013529__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""300x400"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""600x800"", ""scale"": 0.5}",66287582789707b08bde9c3318432a02e26a24d65084e6d9cd697c7a30ca3f18,ceb199b77be7a3ba075f87eb7ed1ca7f,abbcb088b15bdb0d908c1e47bf66ef3169115f860f2ad5fa322fb755f2d6c717,47ebd2f0a07ba5d277a8c2d3a5f02c55,102743,.jpg,2026-05-07T04:09:38+00:00
img_00013534__resample_resize,img_00013534,fold_2,weapon,04_telegram_youtube,telegram_youtube,,images/img_00013534.jpg,datasets/splits/clean/fold_2/weapon/img_00013534.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00013534__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""300x400"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""600x800"", ""scale"": 0.5}",b20fffff1716f17c2155b10bd38fade760efc17fd80eea67077d1e3cb76e7008,eed3a87ef0528815baf36e4e7c671f27,61acef8259403231b88159d2718b2550ad5145c6c2dc52dbbf7d30d122fac9e9,9a2f0f5f1649e2d68d0410039cfdae0c,114402,.jpg,2026-05-07T04:09:38+00:00
img_00013537__resample_resize,img_00013537,fold_2,weapon,04_telegram_youtube,telegram_youtube,,images/img_00013537.jpg,datasets/splits/clean/fold_2/weapon/img_00013537.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00013537__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""480x640"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""960x1280"", ""scale"": 0.5}",41e65c3bf79ad520b23d91d5dc1accb886bf07ff2b09efdb4bd8f259116559d5,0457656e06d23b00d3c63329881583cc,a714b069130670fd3cc7c630b8888dc5ab8a8a29edc941ab20994358f3d7c4a6,1362b6aabe0b2bd0fc3576e62a4da54e,322340,.jpg,2026-05-07T04:09:38+00:00
img_00013539__resample_resize,img_00013539,fold_2,weapon,04_telegram_youtube,telegram_youtube,,images/img_00013539.jpg,datasets/splits/clean/fold_2/weapon/img_00013539.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00013539__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""480x640"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""960x1280"", ""scale"": 0.5}",8126145c145351bcdd53eaff61acdbf2751e240b2d1600abdc3a8e98f2935bb5,1ce11dd673634eff5734df7036f1fb7f,333b3b0a0068911e20ecdd0bda2eec5aa5ab60d7932415910eac7df2ebd84893,c3aa34c8bd3d98c8215dda379bc36526,312036,.jpg,2026-05-07T04:09:38+00:00
img_00013540__resample_resize,img_00013540,fold_2,weapon,04_telegram_youtube,telegram_youtube,,images/img_00013540.jpg,datasets/splits/clean/fold_2/weapon/img_00013540.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00013540__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""480x640"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""960x1280"", ""scale"": 0.5}",8afe2a7c65b35f2b46226db28e0b09bdfbf07c2a943e0b46addec85552c01579,27c748570cae2beea18bd2c1831fb475,0799dbc2794308238b65ab2182cef7fa0e283e0d88aac8a00b29a594c7f4d0f1,91de2bb412df47b498a02cf2da9e2896,317434,.jpg,2026-05-07T04:09:38+00:00
img_00013545__resample_resize,img_00013545,fold_2,weapon,04_telegram_youtube,telegram_youtube,,images/img_00013545.jpg,datasets/splits/clean/fold_2/weapon/img_00013545.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00013545__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""360x640"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""720x1280"", ""scale"": 0.5}",5be0a33694259a447bdc5d648545a3ec85fb67b36dfa1b878b7d8e6aad80f507,58bc382de0dacda97036e5c286294923,d639db3fab46ca086d7f263cf7c64ca76dd7026c4cd2695b59eae9a3df8c8da2,e5a477a121a8581822f9252ec9a64c9c,191502,.jpg,2026-05-07T04:09:38+00:00
img_00013547__resample_resize,img_00013547,fold_2,weapon,04_telegram_youtube,telegram_youtube,,images/img_00013547.jpg,datasets/splits/clean/fold_2/weapon/img_00013547.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00013547__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""640x444"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""1280x888"", ""scale"": 0.5}",702f3da42d10ba698bdc7bd987a35771211d67847ebcb288b732c87774c5d520,1c543e91db282a8eaaab2285c2a36c43,d765cf8d734afd7a8081959d2c31acea0801aeede1229c7f2e4e61210cb34b3e,1fe038d578bf025217f3e6ccd0ed807b,306363,.jpg,2026-05-07T04:09:38+00:00
img_00013555__resample_resize,img_00013555,fold_2,weapon,04_telegram_youtube,telegram_youtube,,images/img_00013555.jpg,datasets/splits/clean/fold_2/weapon/img_00013555.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00013555__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""480x640"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""960x1280"", ""scale"": 0.5}",4436fa2dddbd9b02cdeea8494c6a6d8bf66a2a8956a7587fd5f1f167ba042753,edd57049fd4feac5ce7e12e054352e7d,dde0e70f21810cf4439bbf1df1a5a422ed3cf2e6168302c2129a661af7123fd2,a22e2d328176673ece4c481c5d01fdad,386285,.jpg,2026-05-07T04:09:38+00:00
img_00013571__resample_resize,img_00013571,fold_2,weapon,04_telegram_youtube,telegram_youtube,,images/img_00013571.jpg,datasets/splits/clean/fold_2/weapon/img_00013571.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00013571__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""480x640"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""960x1280"", ""scale"": 0.5}",b0b4dba9b1177024a8aba196764112047b1b6225a125c82ad6b4b818879d41ff,811a2b095053bff50e5d3a5d991fdda5,80bba9fc30d6b9ae564de40673a14d62b0522a198130cd3ecb7e3437f6609bef,65a083459a93d2e643d7a18484c3ab81,293645,.jpg,2026-05-07T04:09:38+00:00
img_00013578__resample_resize,img_00013578,fold_2,weapon,04_telegram_youtube,telegram_youtube,,images/img_00013578.jpg,datasets/splits/clean/fold_2/weapon/img_00013578.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00013578__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""512x640"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""1024x1280"", ""scale"": 0.5}",3c081df04cd6e01f07fa8bc06b17c1468b43d838c02c29d394afba55b023f342,916788c6e3c1845f8e7bcb56ca843c2b,79727d07c3a9a00a7981042d311422b9c372caa7eb587a17bbe0389ea4fe70b2,2f2ba455bb627177e874d2bb7ff570d7,246269,.jpg,2026-05-07T04:09:38+00:00
img_00013582__resample_resize,img_00013582,fold_2,weapon,04_telegram_youtube,telegram_youtube,,images/img_00013582.jpg,datasets/splits/clean/fold_2/weapon/img_00013582.jpg,attacks/anti_forensic/resample_resize/fold_2/weapon/img_00013582__resample_resize.jpg,anti_forensic,resample_resize,"{""downsample_size"": ""513x640"", ""jpeg_quality"": 95, ""output_format"": ""JPEG"", ""resampling"": ""bicubic"", ""restored_size"": ""1026x1280"", ""scale"": 0.5}",ceae891696ba543da243f642b8049ea9a4a6c7c03798b1e2854c7a52c3b296db,97040470a7560f2f8f5de1b1a0c2e273,efbae21b51bf38d9cf83bf1d274006c6287f42a0433ce195ae4fc7979630afa9,aa60bc5035554c4b425a0628b8419549,392643,.jpg,2026-05-07T04:09:38+00:00
