image_id,prepared_filename,prepared_relative_path,source_group,source_dataset,source_relative_path,source_filename,sha256,width,height,size_bytes,extension,is_valid_image
img_00000230,img_00000230.png,images/img_00000230.png,kaggle,01_kaggle_weapon,weapon_detection/train/images/Shotgun_32.png,Shotgun_32.png,ebb07eb4f0a7c398919fc492005fc3ecf831a822408a9f15de7e8c4cab88fd93,1000,745,501032,.png,True
img_00000231,img_00000231.jpeg,images/img_00000231.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Shotgun_36.jpeg,Shotgun_36.jpeg,3ee76c6db83f669036ead39c858c042217d65e046251187616c399b4f4f88d71,1000,627,12439,.jpeg,True
img_00000232,img_00000232.jpeg,images/img_00000232.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Shotgun_37.jpeg,Shotgun_37.jpeg,a8f65a11db3bea7acbc1f70954de12716bdce3d50b86541f0011b50c641941cb,2560,946,488249,.jpeg,True
img_00000233,img_00000233.jpeg,images/img_00000233.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Shotgun_39.jpeg,Shotgun_39.jpeg,bbaded0037fd0ec0972b6fe5ecfab27a5f26ede6c1417bf02b9a14d73a3f0b84,1280,720,159739,.jpeg,True
img_00000234,img_00000234.jpeg,images/img_00000234.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Shotgun_4.jpeg,Shotgun_4.jpeg,633846f757b634766416f062ebf63babe2547d516c0f0835f2f31c950b93dd01,355,355,8001,.jpeg,True
img_00000235,img_00000235.jpeg,images/img_00000235.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Shotgun_41.jpeg,Shotgun_41.jpeg,ce417b1fe908213a08484cc21fc0664c4feeb595ca059849c83a7181be94f4d9,315,681,163754,.jpeg,True
img_00000236,img_00000236.png,images/img_00000236.png,kaggle,01_kaggle_weapon,weapon_detection/train/images/Shotgun_42.png,Shotgun_42.png,98249d5b5069c4f713a355a43aee2750f5665da11c606d66f10c052d28d42452,440,440,8651,.png,True
img_00000237,img_00000237.jpeg,images/img_00000237.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Shotgun_47.jpeg,Shotgun_47.jpeg,024f9e568eb40d900766ff061818455ec30c022d7d69ef7240d023d0bf5d9904,1600,900,66106,.jpeg,True
img_00000238,img_00000238.jpeg,images/img_00000238.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Shotgun_48.jpeg,Shotgun_48.jpeg,deaaf37f7823897f7f994e88e2f8ec55f5fdde7e6d8dcae67cb85552a2481801,7539,2956,1367887,.jpeg,True
img_00000239,img_00000239.jpeg,images/img_00000239.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Shotgun_49.jpeg,Shotgun_49.jpeg,496c58b5c820b2f7f41ebc45f1d4d2facf794f44c49d675399ed0f0da1c197e5,1920,1080,63569,.jpeg,True
img_00000240,img_00000240.jpeg,images/img_00000240.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Shotgun_50.jpeg,Shotgun_50.jpeg,751894f8a94e64bbab15e3bcc23b185c10bdc4ee965323d701d7aa188b1fc388,1280,720,132246,.jpeg,True
img_00000241,img_00000241.jpeg,images/img_00000241.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Shotgun_51.jpeg,Shotgun_51.jpeg,71a4e97a114da0d1af98aec2e188c949d94c2714ef5d5bfa13fa35e02f6a2bbe,1500,1011,2030086,.jpeg,True
img_00000242,img_00000242.jpeg,images/img_00000242.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Shotgun_52.jpeg,Shotgun_52.jpeg,9b3fd5da5d1fea4af50b9508cc6dbbe4d6b256c19a797295e57b0cee37c6de2f,1920,1080,90801,.jpeg,True
img_00000243,img_00000243.jpeg,images/img_00000243.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Shotgun_54.jpeg,Shotgun_54.jpeg,b1dd3567cd4a467169f3f916840111fdf98d9c915f186b0d1e383ed27e8fbec9,1500,586,36071,.jpeg,True
img_00000244,img_00000244.jpeg,images/img_00000244.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Shotgun_55.jpeg,Shotgun_55.jpeg,ff765c0b387eecc2f7c138eabf3906fd643aca64cd6e4324d37b627fe6a6c951,1066,600,339332,.jpeg,True
img_00000245,img_00000245.jpeg,images/img_00000245.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Shotgun_56.jpeg,Shotgun_56.jpeg,a3eb80dc1cd7c89a12be5a16b43e4cdacd9f9f637d4a084f57a3993e6b8a59b0,1140,760,304783,.jpeg,True
img_00000246,img_00000246.jpeg,images/img_00000246.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Shotgun_58.jpeg,Shotgun_58.jpeg,e661852619f6eaa37e0639a32263b14bdab7c1d8ab8c0562089f89d883fcac02,2978,3722,967179,.jpeg,True
img_00000247,img_00000247.png,images/img_00000247.png,kaggle,01_kaggle_weapon,weapon_detection/train/images/Shotgun_6.png,Shotgun_6.png,8765f25d7d48dc8c09cfff4561998a92cf384b61340c6e14cf88bc0c2fad7b83,448,340,187825,.png,True
img_00000248,img_00000248.jpeg,images/img_00000248.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Shotgun_60.jpeg,Shotgun_60.jpeg,63c336ccf48c101e03f0fbe249b1a52c5096d5f0b40bc637c73d4f19854facfe,1920,689,1912541,.jpeg,True
img_00000249,img_00000249.jpeg,images/img_00000249.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Shotgun_68.jpeg,Shotgun_68.jpeg,74ce871bc526b6868a4ec4767ded07295c55ce7222474f89682d182aa7b7e925,2048,2048,43929,.jpeg,True
img_00000250,img_00000250.jpeg,images/img_00000250.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Shotgun_69.jpeg,Shotgun_69.jpeg,332a75449afd5eec17c16a3aa68dba69a448789775e62fe15b85e4135c1b388e,1000,1040,52758,.jpeg,True
img_00000251,img_00000251.jpeg,images/img_00000251.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Shotgun_7.jpeg,Shotgun_7.jpeg,ac9a29f0e164a6037adc146e7bd2672081363d1c766c7de18fcfb671428128c4,433,537,53911,.jpeg,True
img_00000252,img_00000252.jpeg,images/img_00000252.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Shotgun_79.jpeg,Shotgun_79.jpeg,f3f03cd773ab594db65b7b9a2623b004d0047f93bd7ef612581027cf38fe837b,1198,407,53152,.jpeg,True
img_00000253,img_00000253.jpeg,images/img_00000253.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Shotgun_80.jpeg,Shotgun_80.jpeg,d68e07692587ed37871bed323f6e1634f9d509f16acf6527310e0a955a588ce5,500,333,24624,.jpeg,True
img_00000254,img_00000254.jpeg,images/img_00000254.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Shotgun_90.jpeg,Shotgun_90.jpeg,ff6b7c4add4dae40141d8241c07388b744f7741fc29844c6e18df031dc376bdf,2800,1572,276729,.jpeg,True
img_00000255,img_00000255.jpeg,images/img_00000255.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Shotgun_98.jpeg,Shotgun_98.jpeg,a474119041a0116bc86c22168b58665e7a68e4d7a2480926353437800a8b43f3,1200,675,160675,.jpeg,True
img_00000256,img_00000256.jpeg,images/img_00000256.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_10.jpeg,SMG_10.jpeg,9553dcf0748ab68caeeaa2af3da2a49edcb7a4ee61619e916a3432cccc80056f,1333,750,92580,.jpeg,True
img_00000257,img_00000257.jpeg,images/img_00000257.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_12.jpeg,SMG_12.jpeg,61249901ccb353e00d1ac86671a2864e0d7c4bd228b406b7c4ec3c0b9915a8bd,768,438,19128,.jpeg,True
img_00000258,img_00000258.jpeg,images/img_00000258.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_13.jpeg,SMG_13.jpeg,27dccff0e22e9a165ff41cc6cce128e84b39de74da49f2ebbd671a520fd6be2f,1920,1080,466945,.jpeg,True
img_00000259,img_00000259.jpeg,images/img_00000259.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_14.jpeg,SMG_14.jpeg,1a0793cfea610da4aacca9627459409d1a67db48e083739106ce6505c0610af7,1200,400,96310,.jpeg,True
img_00000260,img_00000260.jpeg,images/img_00000260.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_15.jpeg,SMG_15.jpeg,1c504ba5d931198e1ca2dc05003329de51c699f1215f677ecba7c88d5c918775,1500,912,401259,.jpeg,True
img_00000261,img_00000261.jpeg,images/img_00000261.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_17.jpeg,SMG_17.jpeg,4be8234f66dc31fefd7f2de7c501f03d0c9857e241d702dda85a96f54ecf2a9b,1200,675,67531,.jpeg,True
img_00000262,img_00000262.png,images/img_00000262.png,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_18.png,SMG_18.png,d6d62d58dedc2b76e19e063b53c5e1132a1989439b77c29205c694bc6afc1871,512,512,131641,.png,True
img_00000263,img_00000263.jpeg,images/img_00000263.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_20.jpeg,SMG_20.jpeg,ee6fe5a3bf94e518ebfd14ba1431475d94f72d8e7cbe69f3f7c2aa8fb29a7b4f,1500,1500,94274,.jpeg,True
img_00000264,img_00000264.jpeg,images/img_00000264.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_21.jpeg,SMG_21.jpeg,cc64f5e39559875162b27e9d5270e183e2a1147b821d1027c76baf98606c2ad2,1200,675,79906,.jpeg,True
img_00000265,img_00000265.jpeg,images/img_00000265.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_23.jpeg,SMG_23.jpeg,00b10f8dee1937dd159fee7b268a037b0c68bcf1be380d7660600fd805307d82,1280,720,102058,.jpeg,True
img_00000266,img_00000266.jpeg,images/img_00000266.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_24.jpeg,SMG_24.jpeg,6cc7b37ef3ba49031347a90d512197b2b97054b3794a1039355e7882e48b941d,600,300,51359,.jpeg,True
img_00000267,img_00000267.png,images/img_00000267.png,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_25.png,SMG_25.png,08dc0c0d2c7db5e4d740017e35493a351ad0d1cffce33dfccafe52f3d00a3ffb,1919,1006,775674,.png,True
img_00000268,img_00000268.jpeg,images/img_00000268.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_26.jpeg,SMG_26.jpeg,98976008222c33a6c64f166e8b10625321345635c8284ba801b468aa1516c93d,600,338,11596,.jpeg,True
img_00000269,img_00000269.jpeg,images/img_00000269.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_27.jpeg,SMG_27.jpeg,c1eb64c537f5141d904fb110d70bfe37f34eff3336013b5610203f3a06da49f7,1920,1080,192277,.jpeg,True
img_00000270,img_00000270.jpeg,images/img_00000270.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_28.jpeg,SMG_28.jpeg,ee54bcc88073326df4c380ad23b6ba55cb5805c3ac5a5b1f092c43b0e2edc54f,720,405,23862,.jpeg,True
img_00000271,img_00000271.png,images/img_00000271.png,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_29.png,SMG_29.png,1e1d5d9fac3ba6e7d134ac549a92ae0278e50f8596de5a80b7985aad30b36e89,1920,1080,2159492,.png,True
img_00000272,img_00000272.jpeg,images/img_00000272.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_3.jpeg,SMG_3.jpeg,96c403b8e43152f11ae630f4bab16512519e6b0c84103945815855362c2407b6,1920,1080,78482,.jpeg,True
img_00000273,img_00000273.jpeg,images/img_00000273.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_30.jpeg,SMG_30.jpeg,e2af1a2f8c96c980dd420a0c3a9e981da025df5a7ae5cd7668c1f8d4a609314d,680,453,27979,.jpeg,True
img_00000274,img_00000274.jpeg,images/img_00000274.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_32.jpeg,SMG_32.jpeg,3822db17442e5913e3196575847fab25d63d702415e8022f8a830feccd8fe445,1280,720,125305,.jpeg,True
img_00000275,img_00000275.jpeg,images/img_00000275.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_34.jpeg,SMG_34.jpeg,19bb2fd2b01b7e4a7dfdced362d104d3235a0275f027930b4d78779b1f1c2405,600,600,44819,.jpeg,True
img_00000276,img_00000276.jpeg,images/img_00000276.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_36.jpeg,SMG_36.jpeg,ebebf68e2e91f98a3bc73eaced9c25a2731ff4b4fbe14f28fceeb58985d7d692,1920,1080,131827,.jpeg,True
img_00000277,img_00000277.jpeg,images/img_00000277.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_37.jpeg,SMG_37.jpeg,ead24d26b20dea8178905933804387dcb032e00ad8bdf254830f0e6561325cc1,600,300,49757,.jpeg,True
img_00000278,img_00000278.jpeg,images/img_00000278.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_39.jpeg,SMG_39.jpeg,0e68490f517c2a39cdb17d6d2d8f212a9af70adbb776428b026dbaf3ae086892,1144,640,94338,.jpeg,True
img_00000279,img_00000279.jpeg,images/img_00000279.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_4.jpeg,SMG_4.jpeg,9f347eee7278a2fc821cebd0fd057c75100db0850b5b9109634ce2c82a4ae4ba,867,543,23727,.jpeg,True
img_00000280,img_00000280.jpeg,images/img_00000280.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_40.jpeg,SMG_40.jpeg,7d23780b0cd5dcf9a6ab158f4a0b8da10ffe6ed3ff8d4b80c685142e919d36e7,2283,1522,121169,.jpeg,True
img_00000281,img_00000281.jpeg,images/img_00000281.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_41.jpeg,SMG_41.jpeg,56db8a89a361ed14d99ca4ef3bf95b9420d3dc27d98599ec0bb7abd9053485aa,3840,2160,1697448,.jpeg,True
img_00000282,img_00000282.jpeg,images/img_00000282.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_43.jpeg,SMG_43.jpeg,ecc2c7b12187427050f1dcd9593387e5818c11e0c9bb75fb7bd6d3bd21707795,1200,600,378389,.jpeg,True
img_00000283,img_00000283.jpeg,images/img_00000283.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_44.jpeg,SMG_44.jpeg,b2ba0528bfe8f2a0680215850ab82611a7d4383aceba98a08c149766dc1066c8,728,410,69581,.jpeg,True
img_00000284,img_00000284.png,images/img_00000284.png,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_45.png,SMG_45.png,763ff7a35ef01d74dd9c1c712acd9fe1f666176d98a11563ad40fca9c4daae27,740,449,292647,.png,True
img_00000285,img_00000285.jpeg,images/img_00000285.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_46.jpeg,SMG_46.jpeg,8d621dd9f9d461a64fe3684b44edd61a5a221084c51f407a201f0f46656c0944,1920,1080,62407,.jpeg,True
img_00000286,img_00000286.jpeg,images/img_00000286.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_48.jpeg,SMG_48.jpeg,ab8d83a0a1a58e17af3edcfdbde3b74012055ece228132f96f8fa24a81a5ea97,1024,1024,60375,.jpeg,True
img_00000287,img_00000287.jpeg,images/img_00000287.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_49.jpeg,SMG_49.jpeg,77f8c28b916297a829d35403c6c5bbfc24a23b784be498e67f1c44c59d072d71,1634,2180,554886,.jpeg,True
img_00000288,img_00000288.png,images/img_00000288.png,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_5.png,SMG_5.png,8cf01cfa71fdb00a678d6d7004690e3701dde86fef2711fd00bb091ede59d694,512,512,138810,.png,True
img_00000289,img_00000289.jpeg,images/img_00000289.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_51.jpeg,SMG_51.jpeg,f0e283d0ad3c158a15f7b04fe45dfe67e1432b1ef8c4d53096eea5cae2cc1887,1300,951,61819,.jpeg,True
img_00000290,img_00000290.png,images/img_00000290.png,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_52.png,SMG_52.png,2d19e4a4a3c4a77ab2150d6bd9ba4580f35fe59e53028bede12b4916bd2b2bb0,600,315,159065,.png,True
img_00000291,img_00000291.jpeg,images/img_00000291.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_54.jpeg,SMG_54.jpeg,50776d5397df95cbed42880c75c51bdb7b5c5154c33c6d7ec7e32b5a63f4f532,1078,540,43589,.jpeg,True
img_00000292,img_00000292.png,images/img_00000292.png,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_58.png,SMG_58.png,88a5454ae3874530e2c6a53149fb99ccc1d23659837ef2570ce91277d0a17ada,1200,449,241027,.png,True
img_00000293,img_00000293.jpeg,images/img_00000293.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_59.jpeg,SMG_59.jpeg,da990903eccc877c80b1e07b1561ecf014701fe9d6f7a5a91308664deb85d3b6,4432,2955,216360,.jpeg,True
img_00000294,img_00000294.jpeg,images/img_00000294.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_60.jpeg,SMG_60.jpeg,aaa410f54cc65a6910b53cebf05b28e98871834c962b5770bc9af4277a61d45c,1920,1080,416946,.jpeg,True
img_00000295,img_00000295.jpeg,images/img_00000295.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_65.jpeg,SMG_65.jpeg,d82ee9e62556420053fecb39c0b5e21dece59ee67c20e580d89241ac287ada8c,1024,512,43298,.jpeg,True
img_00000296,img_00000296.jpeg,images/img_00000296.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_7.jpeg,SMG_7.jpeg,5257d298a80c94da6ac9f825a33d81e4b86a7302d882888680a37afb825c2cd1,1280,720,176876,.jpeg,True
img_00000297,img_00000297.jpeg,images/img_00000297.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_70.jpeg,SMG_70.jpeg,d7fd42fccb1d14350242b53e9c5ab8b97aeb485ce89c14206afb880dbca62e31,1200,675,112012,.jpeg,True
img_00000298,img_00000298.jpeg,images/img_00000298.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_73.jpeg,SMG_73.jpeg,39fd5881fb21f81f886cc80fc4847ea5efcccc2d39e3926baece68022e908786,1200,647,45080,.jpeg,True
img_00000299,img_00000299.jpeg,images/img_00000299.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_76.jpeg,SMG_76.jpeg,15c4e03e8977e4af19b60ef9193c64a894fc69087b9242f1373ffee55ddd7b3b,4379,2876,6198137,.jpeg,True
img_00000300,img_00000300.jpeg,images/img_00000300.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_77.jpeg,SMG_77.jpeg,6eefdd5cf7a9c6af7df6a25322cf1710185a79b2761954503afd0c930138ff8a,850,560,30219,.jpeg,True
img_00000301,img_00000301.jpeg,images/img_00000301.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_79.jpeg,SMG_79.jpeg,bbf2bf504c1e1986416abbfec8fa31a15b0e15273eba0a019e8fb069c4fffcf1,1300,844,148772,.jpeg,True
img_00000302,img_00000302.jpeg,images/img_00000302.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_82.jpeg,SMG_82.jpeg,5f4abc3aecf513040c00e1b64b256a2d706f4eb7c3cd4d0b70e598c4a06c7dca,800,450,42545,.jpeg,True
img_00000303,img_00000303.jpeg,images/img_00000303.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_84.jpeg,SMG_84.jpeg,35bb18be04a089f35cc339347daf8cdfb713021696331a766f6f01f6f072d4ba,1600,900,65141,.jpeg,True
img_00000304,img_00000304.jpeg,images/img_00000304.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_87.jpeg,SMG_87.jpeg,ad977932f18ad61980adb94b5df2522d0e786fb4de049424573d069b84316e36,621,414,44006,.jpeg,True
img_00000305,img_00000305.png,images/img_00000305.png,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_94.png,SMG_94.png,afa3aaeb4838cae49c60683ccafdfd6ec60f7ded0c2df9d150aa64659d03957c,1920,1080,1918869,.png,True
img_00000306,img_00000306.jpeg,images/img_00000306.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/SMG_96.jpeg,SMG_96.jpeg,a81c0d49edd63281e86211919701ec8524cc140dd3188ab8b7704fc833f3c875,1400,1400,80392,.jpeg,True
img_00000307,img_00000307.jpeg,images/img_00000307.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Sniper_10.jpeg,Sniper_10.jpeg,bc1a2c6380fa99c983dad529ebbfb3700172f9f905f45321f0e17720996959e7,1200,900,162023,.jpeg,True
img_00000308,img_00000308.jpeg,images/img_00000308.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Sniper_100.jpeg,Sniper_100.jpeg,c8e1115fe060f453d2211b8c23feeb68241cfdd7c55b572adaacc44b76136060,1600,900,612986,.jpeg,True
img_00000309,img_00000309.jpeg,images/img_00000309.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Sniper_16.jpeg,Sniper_16.jpeg,ca71aacbf82cebcd54e6499b7525807dbd832ac5fbccd9882fd667691b5530e8,1600,1600,471008,.jpeg,True
img_00000310,img_00000310.jpeg,images/img_00000310.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Sniper_17.jpeg,Sniper_17.jpeg,dadff641b639a04812ecedabd43c94146857940f7df6e88bc74dc105be17b47e,800,583,181674,.jpeg,True
img_00000311,img_00000311.jpeg,images/img_00000311.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Sniper_19.jpeg,Sniper_19.jpeg,c717d699d877c51a1834e945ae6a94fa12ffecc352c0893b01650b899e42e309,1300,821,55745,.jpeg,True
img_00000312,img_00000312.jpeg,images/img_00000312.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Sniper_20.jpeg,Sniper_20.jpeg,3dc642557c8763b88b371764119eca13678ea3dabba12478851eab43c2760c76,1500,704,87842,.jpeg,True
img_00000313,img_00000313.jpeg,images/img_00000313.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Sniper_21.jpeg,Sniper_21.jpeg,21551cabbe0a4393773eab7ef4796be7183a915ed5b34f2ba2046e2c0c11759c,1280,720,185387,.jpeg,True
img_00000314,img_00000314.jpeg,images/img_00000314.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Sniper_23.jpeg,Sniper_23.jpeg,52d6d33d022adae9edfe4609ea397da947776c49af9344dad749d91c0834c247,1200,801,168919,.jpeg,True
img_00000315,img_00000315.jpeg,images/img_00000315.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Sniper_24.jpeg,Sniper_24.jpeg,11827b5fa86aa3c64fe28fb5677b759b014100a03e1f88b224364248975f4bdf,1920,1080,354246,.jpeg,True
img_00000316,img_00000316.jpeg,images/img_00000316.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Sniper_25.jpeg,Sniper_25.jpeg,aeb081ad91114d2c5d6a3d2800d2cb2c6d0c7c8752da1a785464d04c8f9b3532,600,420,74115,.jpeg,True
img_00000317,img_00000317.jpeg,images/img_00000317.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Sniper_26.jpeg,Sniper_26.jpeg,8d40f99a1853bdcc86fb99d7bfccd77c66b1b15cb781ad8ca472c644918bc09c,1920,1080,359082,.jpeg,True
img_00000318,img_00000318.jpeg,images/img_00000318.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Sniper_27.jpeg,Sniper_27.jpeg,80bc469cb170f1b9f287702199cf48c8649bdc3cfa27c08a6201e2974b366cdf,1920,1282,131215,.jpeg,True
img_00000319,img_00000319.jpeg,images/img_00000319.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Sniper_28.jpeg,Sniper_28.jpeg,4db16a61f82e51463b3854f595394fba6a1a4247c0a24ff41d948941aba9121f,1200,900,188023,.jpeg,True
img_00000320,img_00000320.jpeg,images/img_00000320.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Sniper_29.jpeg,Sniper_29.jpeg,3000cef50f6a07c854c3fa5003b2791b45131b75b20ec134655153c6cf21644f,1280,720,141368,.jpeg,True
img_00000321,img_00000321.jpeg,images/img_00000321.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Sniper_30.jpeg,Sniper_30.jpeg,a70e7a97bb7c7de1994db1525dcf260eb1b5ae996e548eee01ab2d44dadcc0ac,2560,1920,670051,.jpeg,True
img_00000322,img_00000322.jpeg,images/img_00000322.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Sniper_31.jpeg,Sniper_31.jpeg,8bea069fc86139e8ab330c5769b577d7de073aec9af2dda72bd2cae901ff6b61,1200,579,47230,.jpeg,True
img_00000323,img_00000323.jpeg,images/img_00000323.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Sniper_33.jpeg,Sniper_33.jpeg,f214fbd3bebd0a6ba0ed9b43446ec8e2f25991c0efba424051c6e8501a4eed55,1280,720,99679,.jpeg,True
img_00000324,img_00000324.jpeg,images/img_00000324.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Sniper_35.jpeg,Sniper_35.jpeg,ce7c04050e2b91e68d3c6c6a917115ad776f4af2c46aefe0fcb1f23ae3e58fc2,621,414,42787,.jpeg,True
img_00000325,img_00000325.jpeg,images/img_00000325.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Sniper_37.jpeg,Sniper_37.jpeg,15f7f374bd5d6fe1c7af06acabf4e45e3fc195d4600fd7a3db5bff6dd0784982,1061,950,58537,.jpeg,True
img_00000326,img_00000326.jpeg,images/img_00000326.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Sniper_38.jpeg,Sniper_38.jpeg,2df53d09a560d140faf98ec70dc8718847192a6dc1dc91b5812e839e2674170c,616,353,315033,.jpeg,True
img_00000327,img_00000327.jpeg,images/img_00000327.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Sniper_4.jpeg,Sniper_4.jpeg,f504972e4cf3e08e91c08fc1ede257879161ee06d706a99fc9c73da915ca5ad7,1200,675,117102,.jpeg,True
img_00000328,img_00000328.jpeg,images/img_00000328.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Sniper_40.jpeg,Sniper_40.jpeg,662493391ecfbbebc00405248bc1b502a28a421e7e980f72ef6daaa5403a5b75,1280,720,113193,.jpeg,True
img_00000329,img_00000329.jpeg,images/img_00000329.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Sniper_42.jpeg,Sniper_42.jpeg,f18caee8cb94de957b912a744a2542e9083f6a8df38ff41523d7221813f17479,3840,2160,1101399,.jpeg,True
img_00000330,img_00000330.jpeg,images/img_00000330.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Sniper_44.jpeg,Sniper_44.jpeg,71c834dd7b2ad6f84a945a7df19aeaaca90b2e50b545740a3b0e9aa8058adafc,1800,1200,112273,.jpeg,True
